JournalName,ImpactFactor2020,Source,Type,Title,Publisher,ISSN,DoIsbyYear,BackFileDoIs,CurrentDoIs,TotalDoIs,Subjects,ImpactFactor,Journals_Metadata_Paths
Emerging Microbes and Infections,6.212,ImpactFactorListJournals,OpenAccess,Emerging Microbes & Infections,Informa UK (Taylor & Francis),['2222-1751'],"[[2020, 300], [2018, 215], [2019, 177], [2017, 112], [2021, 103], [2016, 86], [2013, 54], [2014, 51], [2015, 48], [2012, 30]]",596.0,580.0,1176.0,"[{'name': 'Immunology', 'ASJC': 2403}, {'name': 'Microbiology', 'ASJC': 2404}, {'name': 'Parasitology', 'ASJC': 2405}, {'name': 'Virology', 'ASJC': 2406}, {'name': 'General Medicine', 'ASJC': 2700}, {'name': 'Epidemiology', 'ASJC': 2713}, {'name': 'Infectious Diseases', 'ASJC': 2725}, {'name': 'Drug Discovery', 'ASJC': 3002}, {'name': 'Immunology', 'ASJC': 2403}, {'name': 'Microbiology', 'ASJC': 2404}, {'name': 'Parasitology', 'ASJC': 2405}, {'name': 'Virology', 'ASJC': 2406}, {'name': 'General Medicine', 'ASJC': 2700}, {'name': 'Epidemiology', 'ASJC': 2713}, {'name': 'Infectious Diseases', 'ASJC': 2725}, {'name': 'Drug Discovery', 'ASJC': 3002}, {'name': 'Immunology', 'ASJC': 2403}, {'name': 'Microbiology', 'ASJC': 2404}, {'name': 'Parasitology', 'ASJC': 2405}, {'name': 'Virology', 'ASJC': 2406}, {'name': 'General Medicine', 'ASJC': 2700}, {'name': 'Epidemiology', 'ASJC': 2713}, {'name': 'Infectious Diseases', 'ASJC': 2725}, {'name': 'Drug Discovery', 'ASJC': 3002}]",31.0,Journals_Metadata/Emerging Microbes and Infections.json
European Journal of Public Health,2.234,ImpactFactorListJournals,OpenAccess,European Journal of Environment and Public Health,Lectito BV,['2468-1997'],"[[2017, 5]]",5.0,0.0,5.0,[],2.391,Journals_Metadata/European Journal of Public Health.json
Experimental Dermatology,2.868,ImpactFactorListJournals,OpenAccess,Journal of Clinical & Experimental Dermatology Research,OMICS Publishing Group,"['2155-9554', '2155-9554']","[[2014, 86], [2015, 85], [2017, 83], [2016, 79], [2018, 61], [2013, 45], [2011, 25], [2012, 20], [2010, 15]]",499.0,0.0,499.0,[],11.864,Journals_Metadata/Experimental Dermatology.json
Frontiers in Cellular and Infection Microbiology,3.518,ImpactFactorListJournals,OpenAccess,Frontiers in Cellular and Infection Microbiology,Frontiers Media SA,['2235-2988'],"[[2020, 852], [2017, 532], [2021, 528], [2019, 453], [2018, 453], [2016, 209], [2014, 177], [2012, 170], [2013, 118], [2015, 108], [2011, 19]]",1786.0,1833.0,3619.0,"[{'name': 'Immunology', 'ASJC': 2403}, {'name': 'Microbiology', 'ASJC': 2404}, {'name': 'Infectious Diseases', 'ASJC': 2725}, {'name': 'Microbiology (medical)', 'ASJC': 2726}]",4.3,Journals_Metadata/Frontiers in Cellular and Infection Microbiology.json
Frontiers in microbiology,4.259,ImpactFactorListJournals,OpenAccess,Frontiers in Cellular and Infection Microbiology,Frontiers Media SA,['2235-2988'],"[[2020, 852], [2017, 532], [2021, 528], [2019, 453], [2018, 453], [2016, 209], [2014, 177], [2012, 170], [2013, 118], [2015, 108], [2011, 19]]",1786.0,1833.0,3619.0,"[{'name': 'Immunology', 'ASJC': 2403}, {'name': 'Microbiology', 'ASJC': 2404}, {'name': 'Infectious Diseases', 'ASJC': 2725}, {'name': 'Microbiology (medical)', 'ASJC': 2726}]",35.231,Journals_Metadata/Frontiers in microbiology.json
Indian Journal of Medical Research,2.061,ImpactFactorListJournals,OpenAccess,Indian Journal of Basic and Applied Medical Research,Medworld Asia Publications,"['2250-2858', '2250-284X']","[[2020, 21]]",0.0,21.0,21.0,[],35.231,Journals_Metadata/Indian Journal of Medical Research.json
Indian journal of microbiology,1.539,ImpactFactorListJournals,OpenAccess,Indian Journal of Microbiology Research,IP Innovative Publication Pvt Ltd,"['2394-5478', '2394-546X']","[[2020, 192], [2016, 72], [2019, 59], [2015, 25], [2021, 18]]",97.0,269.0,366.0,[],35.231,Journals_Metadata/Indian journal of microbiology.json
Indian Journal of Ophthalmology,0.977,ImpactFactorListJournals,OpenAccess,Indian Journal of Clinical and Experimental Ophthalmology,IP Innovative Publication Pvt Ltd,"['2395-1451', '2395-1443']","[[2020, 265], [2019, 165], [2016, 56], [2021, 51], [2015, 26]]",82.0,481.0,563.0,[],35.231,Journals_Metadata/Indian Journal of Ophthalmology.json
Indian Journal of Orthopaedics,0.978,ImpactFactorListJournals,OpenAccess,Indian Journal of Orthopaedics Surgery,IP Innovative Publication Pvt Ltd,"['2395-1362', '2395-1354']","[[2020, 158], [2016, 53], [2019, 44], [2015, 44]]",97.0,202.0,299.0,[],35.231,Journals_Metadata/Indian Journal of Orthopaedics.json
Indian Journal of Pediatrics,1.136,ImpactFactorListJournals,OpenAccess,Indian Journal of Trauma & Emergency Pediatrics,"""Red Flower Publication Private, Ltd.""","['2455-5517', '2348-9987']","[[2016, 49], [2017, 35], [2018, 25], [2019, 21], [2015, 21], [2020, 18]]",130.0,39.0,169.0,[],35.231,Journals_Metadata/Indian Journal of Pediatrics.json
Indian Journal of Psychiatry,1.061,ImpactFactorListJournals,OpenAccess,Indian Journal of Private Psychiatry,Jaypee Brothers Medical Publishing,['2319-5363'],"[[2019, 24], [2018, 18], [2020, 12], [2017, 9]]",27.0,36.0,63.0,[],35.231,Journals_Metadata/Indian Journal of Psychiatry.json
Indian Pediatrics,1.163,ImpactFactorListJournals,OpenAccess,Indian Journal of Trauma & Emergency Pediatrics,"""Red Flower Publication Private, Ltd.""","['2455-5517', '2348-9987']","[[2016, 49], [2017, 35], [2018, 25], [2019, 21], [2015, 21], [2020, 18]]",130.0,39.0,169.0,[],35.231,Journals_Metadata/Indian Pediatrics.json
Infectious diseases of poverty,3.063,ImpactFactorListJournals,OpenAccess,Infectious Diseases of Poverty,Springer (Biomed Central Ltd.),"['2049-9957', '2049-9957']","[[2020, 168], [2017, 167], [2018, 129], [2016, 112], [2019, 104], [2015, 60], [2014, 47], [2021, 42], [2013, 31], [2012, 13]]",559.0,314.0,873.0,[],35.231,Journals_Metadata/Infectious diseases of poverty.json
International Journal of Nanomedicine,4.383,ImpactFactorListJournals,OpenAccess,International Journal of Nanomaterials Nanotechnology and Nanomedicine,Peertechz Publications Private Limited ,['2455-3492'],"[[2017, 10], [2015, 9], [2021, 8], [2018, 6], [2020, 5], [2016, 5], [2019, 4]]",30.0,17.0,47.0,[],35.231,Journals_Metadata/International Journal of Nanomedicine.json
International Journal of Surgery,3.158,ImpactFactorListJournals,OpenAccess,International Journal of Otolaryngology and Head &amp Neck Surgery,"""Scientific Research Publishing, Inc.""","['2168-5460', '2168-5452']","[[2015, 68], [2014, 68], [2013, 60], [2018, 39], [2016, 36], [2019, 26], [2020, 25], [2012, 22], [2021, 17], [2017, 10]]",303.0,68.0,371.0,[],35.231,Journals_Metadata/International Journal of Surgery.json
JAMA Ophthalmology,6.167,ImpactFactorListJournals,OpenAccess,JAMA Ophthalmology,American Medical Association,"['2168-6173', '2168-6165']","[[2019, 453], [2015, 451], [2018, 428], [2016, 422], [2017, 418], [2013, 394], [2014, 372], [2020, 353], [2021, 198], [2012, 2]]",2487.0,1004.0,3491.0,"[{'name': 'Ophthalmology', 'ASJC': 2731}]",35.231,Journals_Metadata/JAMA Ophthalmology.json
Journal of advanced research,5.045,ImpactFactorListJournals,OpenAccess,Journal of Advanced Research,Elsevier ,['2090-1232'],"[[2020, 178], [2019, 121], [2021, 119], [2015, 117], [2016, 111], [2017, 84], [2014, 81], [2013, 80], [2018, 67], [2010, 46], [2011, 45], [2012, 43]]",674.0,418.0,1092.0,"[{'name': 'Multidisciplinary', 'ASJC': 1000}]",35.231,Journals_Metadata/Journal of advanced research.json
Journal of Ayurveda and integrative medicine,0.816,ImpactFactorListJournals,OpenAccess,Journal of Ayurveda and Integrative Medicine,Elsevier ,['0975-9476'],"[[2018, 192], [2020, 124], [2021, 66], [2010, 62], [2019, 60], [2017, 52], [2015, 50], [2014, 48], [2016, 47], [2013, 47], [2012, 46], [2011, 43]]",587.0,250.0,837.0,"[{'name': 'Complementary and alternative medicine', 'ASJC': 2707}, {'name': 'Drug Discovery', 'ASJC': 3002}]",35.231,Journals_Metadata/Journal of Ayurveda and integrative medicine.json
Journal of Clinical Anesthesia,3.542,ImpactFactorListJournals,OpenAccess,Journal of Anesthesia & Clinical Research,OMICS Publishing Group,['2155-6148'],"[[2014, 116], [2012, 115], [2013, 112], [2016, 106], [2017, 102], [2015, 99], [2011, 75], [2018, 69], [2010, 15], [2019, 9]]",809.0,9.0,818.0,[],35.231,Journals_Metadata/Journal of Clinical Anesthesia.json
Journal of clinical pathology,2.346,ImpactFactorListJournals,OpenAccess,Journal of Clinical Pathology and Forensic Medicine,Academic Journals,['2141-2405'],"[[2012, 5], [2015, 3], [2014, 3], [2013, 2], [2017, 1], [2016, 1]]",15.0,0.0,15.0,[],35.231,Journals_Metadata/Journal of clinical pathology.json
Journal of Dermatological Science,3.986,ImpactFactorListJournals,OpenAccess,Journal of Cosmetics Dermatological Sciences and Applications,"""Scientific Research Publishing, Inc.""","['2161-4512', '2161-4105']","[[2013, 64], [2012, 55], [2014, 47], [2015, 40], [2017, 32], [2019, 31], [2018, 29], [2011, 27], [2016, 25], [2020, 22], [2021, 7]]",319.0,60.0,379.0,[],35.231,Journals_Metadata/Journal of Dermatological Science.json
Journal of diabetes investigation,3.902,ImpactFactorListJournals,OpenAccess,Journal of Diabetes Investigation,Wiley (Blackwell Publishing),"['2040-1124', '2040-1116']","[[2020, 286], [2019, 215], [2018, 210], [2017, 189], [2016, 158], [2013, 156], [2015, 142], [2021, 117], [2014, 116], [2011, 106], [2010, 94], [2012, 93]]",1264.0,618.0,1882.0,"[{'name': 'General Medicine', 'ASJC': 2700}, {'name': 'Endocrinology, Diabetes and Metabolism', 'ASJC': 2712}, {'name': 'Internal Medicine', 'ASJC': 2724}]",35.231,Journals_Metadata/Journal of diabetes investigation.json
Journal of Diabetes Research,2.885,ImpactFactorListJournals,OpenAccess,International Journal of Diabetes Research,Scientific and Academic Publishing,['2163-1638'],"[[2012, 7], [2013, 4]]",11.0,0.0,11.0,[],35.231,Journals_Metadata/Journal of Diabetes Research.json
Journal of Food Science,2.018,ImpactFactorListJournals,OpenAccess,African Journal of Food Science and Technology,International Research Journals (OMICS),['2141-5455'],"[[2015, 31], [2017, 24], [2016, 22], [2014, 20], [2018, 13], [2013, 8], [2019, 4]]",118.0,4.0,122.0,[],35.231,Journals_Metadata/Journal of Food Science.json
Journal of Investigative Dermatology,6.29,ImpactFactorListJournals,OpenAccess,Journal of Clinical and Investigative Dermatology,Avens Publishing Group,['2373-1044'],"[[2017, 15], [2016, 15], [2014, 13], [2020, 8], [2015, 7], [2019, 4], [2018, 4], [2021, 2]]",54.0,14.0,68.0,[],35.231,Journals_Metadata/Journal of Investigative Dermatology.json
Journal of medical case reports,0.509,ImpactFactorListJournals,OpenAccess,Journal of Clinical & Medical Case Reports,Avens Publishing Group,['2332-4120'],"[[2015, 11], [2016, 9], [2017, 8], [2018, 3], [2014, 3], [2019, 2], [2013, 1]]",35.0,2.0,37.0,[],35.231,Journals_Metadata/Journal of medical case reports.json
Journal of neuroscience,6.074,ImpactFactorListJournals,OpenAccess,Journal of Neuroscience and Behavioral Health,Academic Journals,['2141-2286'],"[[2012, 17], [2015, 6], [2013, 5], [2016, 4], [2017, 3], [2018, 2], [2014, 2]]",39.0,0.0,39.0,[],35.231,Journals_Metadata/Journal of neuroscience.json
Journal of Ophthalmology,1.58,ImpactFactorListJournals,OpenAccess,Journal of Ophthalmology,Hindawi Limited,"['2090-0058', '2090-004X']","[[2020, 379], [2019, 304], [2016, 299], [2018, 297], [2017, 288], [2015, 276], [2014, 188], [2021, 86], [2013, 81], [2012, 79], [2011, 49], [2010, 30], [2009, 17]]",1604.0,769.0,2373.0,"[{'name': 'Ophthalmology', 'ASJC': 2731}]",35.231,Journals_Metadata/Journal of Ophthalmology.json
Journal of Orthopaedics,0.649,ImpactFactorListJournals,OpenAccess,Journal of Orthopaedics and Trauma,Ashdin Publishing (OMICS),"['2090-293X', '2090-2921']","[[2011, 5], [2017, 4], [2016, 4], [2014, 2], [2018, 1], [2015, 1], [2013, 1], [2012, 1]]",19.0,0.0,19.0,[],35.231,Journals_Metadata/Journal of Orthopaedics.json
Journal of pathology Clinical research,3.489,ImpactFactorListJournals,OpenAccess,International Journal of Pathology and Clinical Research,ClinMed International Library,['2469-5807'],"[[2016, 36], [2018, 23], [2019, 21], [2015, 18], [2017, 16], [2020, 14], [2021, 3]]",93.0,38.0,131.0,[],35.231,Journals_Metadata/Journal of pathology Clinical research.json
Journal of Public Health,2.246,ImpactFactorListJournals,OpenAccess,Journal of Egyptian Public Health Association,Springer-Verlag,['2090-262X'],"[[2017, 42], [2020, 31], [2019, 28], [2021, 11]]",42.0,70.0,112.0,[],35.231,Journals_Metadata/Journal of Public Health.json
Journal of Pure and Applied Microbiology,0.157,ImpactFactorListJournals,OpenAccess,Journal of Pure and Applied Microbiology,Journal of Pure and Applied Microbiology,"['2581-690X', '0973-7510']","[[2020, 298], [2019, 282], [2018, 270], [2017, 252], [2016, 106], [2021, 56]]",628.0,636.0,1264.0,"[{'name': 'Biotechnology', 'ASJC': 1305}, {'name': 'Applied Microbiology and Biotechnology', 'ASJC': 2402}, {'name': 'Microbiology', 'ASJC': 2404}]",35.231,Journals_Metadata/Journal of Pure and Applied Microbiology.json
Journal of the American Academy of Dermatology,7.102,ImpactFactorListJournals,OpenAccess,Journal of the American Academy of Dermatology,Elsevier ,['0190-9622'],"[[2020, 2378], [2019, 2158], [2018, 2030], [2017, 2003], [2016, 1872], [2015, 1854], [2005, 1797], [2013, 1703], [2012, 1614], [2014, 1598], [2007, 1570], [2004, 1531], [2011, 1518], [2009, 1437], [2008, 1311], [2010, 1258], [2021, 1003], [2006, 887], [1986, 819], [1987, 817], [1990, 760], [1995, 751], [1985, 736], [1989, 731], [2003, 730], [1996, 724], [1991, 705], [1988, 691], [1984, 681], [1997, 659], [1992, 658], [1994, 656], [1993, 643], [2000, 628], [1998, 586], [1999, 562], [2001, 559], [1982, 557], [1983, 551], [2002, 521], [1981, 479], [1980, 411], [1979, 153]]",39751.0,5539.0,45290.0,"[{'name': 'Dermatology', 'ASJC': 2708}]",35.231,Journals_Metadata/Journal of the American Academy of Dermatology.json
Journal of the American College of Surgeons,4.45,ImpactFactorListJournals,OpenAccess,Journal of the American College of Surgeons,Elsevier ,['1072-7515'],"[[2020, 1747], [2019, 1606], [2018, 1595], [2017, 1344], [2014, 1311], [2016, 1245], [2015, 1189], [2009, 771], [2011, 767], [2013, 763], [2008, 734], [2012, 722], [2010, 709], [2007, 708], [2005, 640], [2004, 639], [2006, 619], [2000, 603], [2003, 389], [2002, 358], [2001, 290], [1999, 270], [1998, 252], [2021, 227], [1997, 176]]",16094.0,3580.0,19674.0,"[{'name': 'Surgery', 'ASJC': 2746}]",35.231,Journals_Metadata/Journal of the American College of Surgeons.json
Medical Journal Armed Forces India,0.55,ImpactFactorListJournals,OpenAccess,Medical Journal Armed Forces India,Elsevier ,['0377-1237'],"[[2015, 295], [2005, 198], [2020, 192], [2004, 192], [2006, 190], [1999, 190], [1998, 182], [2000, 180], [2008, 176], [2007, 174], [2003, 171], [2002, 171], [2001, 163], [2009, 162], [2016, 161], [1997, 153], [2010, 152], [2011, 150], [2021, 137], [2012, 137], [1996, 122], [2013, 120], [2014, 114], [2018, 99], [1994, 99], [2019, 98], [1995, 95], [2017, 92]]",3938.0,427.0,4365.0,"[{'name': 'General Medicine', 'ASJC': 2700}]",35.231,Journals_Metadata/Medical Journal Armed Forces India.json
Modern pathology,6.655,ImpactFactorListJournals,OpenAccess,Journal of Modern Human Pathology,Noble Research Publishers,['2397-6845'],"[[2016, 10], [2018, 7], [2019, 2], [2017, 2]]",19.0,2.0,21.0,[],35.231,Journals_Metadata/Modern pathology.json
Molecular Cancer,10.679,ImpactFactorListJournals,OpenAccess,Cancer Studies and Molecular Medicine - Open Journal,Openventio Publishers,['2377-1518'],"[[2017, 10], [2015, 10], [2018, 6], [2019, 5], [2014, 5], [2020, 3]]",31.0,8.0,39.0,[],35.231,Journals_Metadata/Molecular Cancer.json
Nutrition and Diabetes,3.528,ImpactFactorListJournals,OpenAccess,Romanian Journal of Diabetes Nutrition and Metabolic Diseases,De Gruyter Open Sp. z o.o. ,['2068-7532'],"[[2012, 8]]",8.0,0.0,8.0,[],35.231,Journals_Metadata/Nutrition and Diabetes.json
Public Health Reports,2.039,ImpactFactorListJournals,OpenAccess,Journal of Community Medicine and Public Health Reports,Acquaint Publications,[],,,,,[],35.231,Journals_Metadata/Public Health Reports.json
Survey of Ophthalmology,3.959,ImpactFactorListJournals,OpenAccess,Survey of Ophthalmology,Elsevier ,['0039-6257'],"[[1984, 133], [2004, 128], [1997, 123], [2001, 116], [1976, 116], [2002, 114], [1989, 114], [1980, 112], [1983, 111], [1985, 110], [1994, 109], [2000, 104], [1979, 104], [1999, 103], [2021, 101], [1996, 99], [1978, 99], [1995, 98], [2007, 97], [1977, 93], [1992, 90], [2008, 89], [1981, 89], [1991, 88], [2019, 87], [2017, 85], [2003, 85], [2009, 84], [1990, 84], [1986, 84], [1987, 82], [2018, 81], [1993, 81], [1988, 81], [1982, 81], [2005, 80], [2014, 79], [2020, 78], [2006, 75], [2016, 70], [2013, 69], [2011, 66], [1998, 65], [2010, 64], [2015, 62], [2012, 62], [1975, 52]]",4011.0,266.0,4277.0,"[{'name': 'Ophthalmology', 'ASJC': 2731}]",35.231,Journals_Metadata/Survey of Ophthalmology.json
The American Journal of Psychiatry,13.655,ImpactFactorListJournals,OpenAccess,Journal of the American Academy of Child Psychiatry,Elsevier ,['0002-7138'],"[[1985, 219], [1986, 194], [1983, 176], [1982, 172], [1984, 155], [1981, 98], [1978, 94], [1979, 91], [1963, 91], [1980, 83], [1976, 76], [1975, 76], [1977, 75], [1964, 74], [1965, 73], [1973, 71], [1966, 69], [1974, 68], [1970, 64], [1967, 61], [1969, 57], [1962, 57], [1968, 56], [1972, 54], [1971, 51]]",2355.0,0.0,2355.0,"[{'name': 'Pediatrics, Perinatology, and Child Health', 'ASJC': 2735}, {'name': 'Psychiatry and Mental health', 'ASJC': 2738}]",35.231,Journals_Metadata/The American Journal of Psychiatry.json
The American Journal of Surgery,2.201,ImpactFactorListJournals,OpenAccess,The American Journal of Cosmetic Surgery,SAGE Publications,"['2374-7722', '0748-8068']","[[1997, 126], [1998, 113], [2011, 110], [1996, 109], [1999, 85], [1995, 80], [1988, 68], [1992, 65], [1987, 65], [1994, 63], [2012, 59], [1989, 59], [1993, 58], [1985, 53], [2005, 52], [2013, 50], [1991, 50], [1986, 50], [2008, 49], [2009, 48], [1990, 47], [2000, 46], [2004, 45], [1984, 45], [2014, 43], [2002, 42], [2007, 41], [2015, 39], [2006, 39], [2003, 39], [2001, 39], [2017, 36], [2020, 34], [2016, 32], [2018, 31], [2019, 28], [2010, 22], [2021, 21]]",1998.0,83.0,2081.0,[],35.231,Journals_Metadata/The American Journal of Surgery.json
The american journal of surgical pathology,5.145,ImpactFactorListJournals,OpenAccess,The American Journal of Surgical Pathology,Ovid Technologies (Wolters Kluwer)  - Lippincott Williams & Wilkins,['0147-5185'],"[[2000, 314], [2001, 292], [1995, 291], [2010, 289], [2019, 283], [1999, 283], [2011, 282], [2005, 277], [2002, 276], [2009, 273], [2004, 273], [1993, 273], [1996, 272], [2007, 271], [2008, 268], [1997, 266], [2006, 265], [1992, 263], [1998, 258], [2013, 254], [1989, 254], [2012, 252], [2003, 247], [1991, 243], [2014, 231], [1990, 218], [2020, 216], [1994, 214], [2015, 213], [2018, 210], [2016, 210], [1987, 210], [2017, 204], [1988, 185], [1984, 157], [1986, 151], [1985, 145], [1983, 144], [1982, 124], [1981, 123], [1980, 116], [1979, 90], [2021, 78], [1978, 56], [1977, 51]]",9288.0,577.0,9865.0,"[{'name': 'Anatomy', 'ASJC': 2702}, {'name': 'Pathology and Forensic Medicine', 'ASJC': 2734}, {'name': 'Surgery', 'ASJC': 2746}]",35.231,Journals_Metadata/The american journal of surgical pathology.json
The Journal of Bone and Joint Surgery,4.84,ImpactFactorListJournals,OpenAccess,,,,,,,,,35.231,Journals_Metadata/The Journal of Bone and Joint Surgery.json
British Dental Journal,1.438,ImpactFactorListJournals,OpenAccess,British Journal of Dental Science Research and Development,BS Publishing Limited,[],,,,,[],35.231,Journals_Metadata/British Dental Journal.json
Clinical Oral Implants Research,3.825,ImpactFactorListJournals,OpenAccess,Clinical Oral Implants Research,Wiley (Blackwell Publishing),"['1600-0501', '0905-7161']","[[2014, 896], [2016, 891], [2015, 781], [2019, 734], [2017, 708], [2018, 671], [2020, 435], [2011, 339], [2012, 288], [2010, 267], [2013, 238], [2009, 216], [2008, 179], [2007, 151], [2006, 114], [2004, 112], [2003, 112], [2005, 101], [2000, 97], [2002, 94], [2001, 88], [1997, 70], [2021, 68], [1999, 59], [1998, 55], [1996, 53], [1995, 37], [1994, 37], [1991, 33], [1993, 31], [1992, 31], [1990, 7]]",6756.0,1237.0,7993.0,"[{'name': 'Oral Surgery', 'ASJC': 3504}]",35.231,Journals_Metadata/Clinical Oral Implants Research.json
